Site,TMRCA,low,high
25.0,1.23665560065,0.5508550908800001,0.6887218709760001
75.0,1.23665560065,0.5508550908800001,0.6887218709760001
125.0,1.23665560065,0.5508550908800001,0.6887218709760001
175.0,1.23665560065,0.5508550908800001,0.6887218709760001
225.0,1.23665560065,0.5508550908800001,0.6887218709760001
275.0,1.23665560065,0.5508550908800001,0.6887218709760001
325.0,1.23665560065,0.5508550908800001,0.6887218709760001
375.0,1.23665560065,0.5508550908800001,0.6887218709760001
425.0,1.23665560065,0.5508550908800001,0.6887218709760001
475.0,1.23665560065,0.5508550908800001,0.6887218709760001
525.0,1.23665560065,0.5508550908800001,0.6887218709760001
575.0,1.23665560065,0.5508550908800001,0.6887218709760001
625.0,1.23665560065,0.5508550908800001,0.6887218709760001
675.0,1.23665560065,0.5508550908800001,0.6887218709760001
725.0,1.23665560065,0.5508550908800001,0.6887218709760001
775.0,1.23665560065,0.5508550908800001,0.6887218709760001
825.0,1.23665560065,0.5508550908800001,0.6887218709760001
875.0,1.23665560065,0.5508550908800001,0.6887218709760001
925.0,1.23665560065,0.5508550908800001,0.6887218709760001
975.0,1.23665560065,0.5508550908800001,0.6887218709760001
1025.0,1.23665560065,0.5508550908800001,0.6887218709760001
1075.0,1.23665560065,0.5508550908800001,0.6887218709760001
1125.0,1.23665560065,0.5508550908800001,0.6887218709760001
1175.0,1.23665560065,0.5508550908800001,0.6887218709760001
1225.0,1.23665560065,0.5508550908800001,0.6887218709760001
1275.0,1.23665560065,0.5508550908800001,0.6887218709760001
1325.0,1.23665560065,0.5508550908800001,0.6887218709760001
1375.0,1.23665560065,0.5508550908800001,0.6887218709760001
1425.0,1.23665560065,0.5508550908800001,0.6887218709760001
1475.0,1.23665560065,0.5508550908800001,0.6887218709760001
1525.0,1.23665560065,0.5508550908800001,0.6887218709760001
1575.0,1.23665560065,0.5508550908800001,0.6887218709760001
1625.0,1.23665560065,0.5508550908800001,0.6887218709760001
1675.0,1.23665560065,0.5508550908800001,0.6887218709760001
