Site,BL,low,high
25.0,6.0,6.0,6.0
75.0,6.0,6.0,6.0
125.0,6.0,6.0,6.0
175.0,6.0,6.0,6.0
225.0,6.0,6.0,6.0
275.0,6.0,6.0,6.0
325.0,6.0,6.0,6.0
375.0,6.0,6.0,6.0
425.0,6.0,6.0,6.0
475.0,6.0,6.0,6.0
525.0,6.0,6.0,6.0
575.0,6.0,6.0,6.0
625.0,6.0,6.0,6.0
675.0,8.0,5.92,3.92
725.0,10.0,5.92,2.0
775.0,10.0,5.92,2.0
825.0,10.0,5.92,2.0
875.0,8.0,3.92,4.0
925.0,8.0,3.92,4.0
975.0,8.0,3.92,4.0
1025.0,8.0,3.92,4.0
1075.0,8.0,8.0,4.0
1125.0,8.0,8.0,4.0
1175.0,8.0,8.0,4.0
1225.0,8.0,8.0,4.0
1275.0,8.0,8.0,4.0
1325.0,8.0,8.0,4.0
1375.0,8.0,8.0,4.0
1425.0,8.0,8.0,4.0
1475.0,8.0,8.0,4.0
1525.0,8.0,8.0,4.0
1575.0,8.0,8.0,4.0
1625.0,8.0,8.0,4.0
1675.0,8.0,8.0,4.0
1725.0,8.0,8.0,4.0
1775.0,8.0,8.0,4.0
1825.0,6.0,3.92,5.92
1875.0,6.0,3.92,5.92
1925.0,6.0,6.0,6.0
1975.0,6.0,6.0,6.0
2025.0,6.0,6.0,6.0
2075.0,6.0,6.0,6.0
2125.0,6.0,6.0,6.0
2175.0,6.0,6.0,6.0
2225.0,6.0,6.0,6.0
2275.0,6.0,6.0,6.0
2325.0,6.0,6.0,6.0
2375.0,6.0,6.0,6.0
2425.0,6.0,5.92,3.92
2475.0,6.0,5.92,3.92
2525.0,6.0,5.92,3.92
2575.0,6.0,5.92,3.92
2625.0,6.0,5.92,3.92
2675.0,6.0,5.92,3.92
2725.0,6.0,6.0,6.0
2775.0,6.0,6.0,6.0
2825.0,6.0,6.0,6.0
2875.0,6.0,6.0,6.0
2925.0,6.0,3.92,5.92
2975.0,8.0,5.92,3.92
3025.0,8.0,5.92,3.92
3075.0,8.0,5.92,3.92
3125.0,8.0,8.0,4.0
3175.0,6.0,6.0,6.0
3225.0,4.0,4.0,3.92
3275.0,4.0,4.0,3.92
3325.0,4.0,4.0,3.92
3375.0,4.0,4.0,3.92
3425.0,4.0,4.0,3.92
3475.0,4.0,4.0,3.92
3525.0,4.0,4.0,3.92
3575.0,4.0,4.0,3.92
3625.0,4.0,4.0,3.92
3675.0,4.0,4.0,3.92
3725.0,4.0,4.0,3.92
3775.0,4.0,4.0,3.92
3825.0,4.0,4.0,3.92
3875.0,4.0,4.0,3.92
3925.0,4.0,4.0,3.92
3975.0,4.0,4.0,3.92
4025.0,4.0,4.0,3.92
4075.0,4.0,4.0,3.92
4125.0,4.0,4.0,3.92
4175.0,4.0,4.0,3.92
4225.0,4.0,4.0,3.92
4275.0,4.0,4.0,3.92
4325.0,4.0,4.0,3.92
4375.0,4.0,4.0,3.92
4425.0,4.0,4.0,3.92
4475.0,4.0,4.0,3.92
4525.0,4.0,4.0,3.92
4575.0,4.0,4.0,3.92
4625.0,4.0,4.0,3.92
4675.0,4.0,4.0,3.92
4725.0,4.0,4.0,3.92
4775.0,4.0,4.0,3.92
4825.0,4.0,4.0,3.92
4875.0,4.0,4.0,3.92
4925.0,4.0,4.0,3.92
4975.0,4.0,4.0,3.92
5025.0,4.0,4.0,6.0
5075.0,6.0,5.92,3.92
5125.0,6.0,6.0,4.0
5175.0,6.0,5.92,3.92
5225.0,4.0,3.92,5.92
5275.0,4.0,3.92,5.92
5325.0,4.0,3.92,5.92
5375.0,4.0,3.92,5.92
5425.0,4.0,3.92,5.92
5475.0,4.0,3.92,5.92
5525.0,4.0,3.92,5.92
5575.0,4.0,3.92,5.92
5625.0,4.0,3.92,5.92
5675.0,4.0,3.92,5.92
5725.0,4.0,3.92,4.0
5775.0,4.0,3.92,4.0
5825.0,4.0,3.92,4.0
5875.0,4.0,3.92,4.0
5925.0,4.0,3.92,4.0
5975.0,4.0,3.92,4.0
6025.0,4.0,3.92,4.0
6075.0,4.0,3.92,4.0
6125.0,4.0,3.92,4.0
6175.0,4.0,3.92,4.0
6225.0,4.0,3.92,4.0
6275.0,4.0,3.92,4.0
6325.0,4.0,3.92,4.0
6375.0,4.0,3.92,4.0
6425.0,4.0,3.92,4.0
6475.0,4.0,3.92,4.0
6525.0,4.0,3.92,4.0
6575.0,4.0,3.92,4.0
6625.0,4.0,3.92,4.0
6675.0,4.0,3.92,4.0
6725.0,4.0,3.92,4.0
6775.0,4.0,3.92,4.0
6825.0,4.0,3.92,4.0
6875.0,4.0,3.92,4.0
6925.0,4.0,3.92,4.0
6975.0,4.0,3.92,4.0
7025.0,4.0,3.92,4.0
7075.0,4.0,3.92,4.0
7125.0,4.0,3.92,4.0
7175.0,4.0,3.92,4.0
7225.0,4.0,3.92,4.0
7275.0,4.0,3.92,4.0
7325.0,4.0,3.92,4.0
7375.0,4.0,3.92,4.0
7425.0,4.0,3.92,4.0
7475.0,4.0,3.92,4.0
7525.0,4.0,3.92,4.0
7575.0,4.0,3.92,4.0
7625.0,4.0,3.92,4.0
7675.0,4.0,3.92,4.0
7725.0,4.0,3.92,4.0
7775.0,4.0,3.92,4.0
7825.0,4.0,3.92,4.0
7875.0,4.0,3.92,4.0
7925.0,4.0,3.92,4.0
7975.0,4.0,3.92,4.0
8025.0,4.0,3.92,4.0
8075.0,4.0,3.92,4.0
8125.0,4.0,3.92,4.0
8175.0,4.0,3.92,4.0
8225.0,4.0,3.92,4.0
8275.0,4.0,3.92,4.0
8325.0,4.0,3.92,4.0
8375.0,4.0,3.92,4.0
8425.0,4.0,3.92,4.0
8475.0,4.0,3.92,4.0
8525.0,4.0,3.92,4.0
8575.0,4.0,3.92,4.0
8625.0,4.0,3.92,4.0
8675.0,4.0,3.92,4.0
8725.0,4.0,3.92,4.0
8775.0,4.0,3.92,4.0
8825.0,4.0,3.92,4.0
8875.0,4.0,3.92,4.0
8925.0,4.0,3.92,4.0
8975.0,4.0,3.92,4.0
9025.0,4.0,3.92,5.92
9075.0,4.0,3.92,5.92
9125.0,4.0,3.92,5.92
9175.0,4.0,3.92,5.92
9225.0,4.0,3.92,5.92
9275.0,4.0,3.92,5.92
9325.0,4.0,3.92,5.92
9375.0,4.0,3.92,5.92
9425.0,4.0,3.92,5.92
9475.0,4.0,3.92,5.92
9525.0,4.0,3.92,5.92
9575.0,4.0,3.92,5.92
9625.0,4.0,3.92,5.92
9675.0,4.0,3.92,5.92
9725.0,4.0,3.92,5.92
9775.0,4.0,3.92,5.92
9825.0,4.0,3.92,5.92
9875.0,4.0,3.92,5.92
9925.0,4.0,3.92,5.92
9975.0,6.0,5.92,3.92
